H159450-101001029562,"2014-02-18 14:53:11","2014-02-24 08:48:01",5.746412037037
H159525-101001029996,"2014-02-19 07:39:14","2014-02-21 09:42:28",2.0855787037037
H159624-101001030423,"2014-02-19 11:57:41","2014-02-21 09:50:28",1.9116550925926
H159657-101001030542,"2014-02-19 13:06:21","2014-02-21 09:49:37",1.8633796296296
H159902-101001031718,"2014-02-20 11:48:48","2014-02-21 10:27:50",0.94377314814815
H159904-101001031720,"2014-02-20 11:49:25","2014-02-21 10:26:32",0.94244212962963
H159962-101001031986,"2014-02-20 14:09:47","2014-02-21 10:30:20",0.84760416666667
H160013-101001032282,"2014-02-20 17:34:09","2014-02-21 10:25:12",0.70211805555556
H183536-101001253450,"2015-01-25 10:10:07","2015-01-25 13:34:22",0.14184027777778
H183543-101001253476,"2015-01-25 11:12:37","2015-01-25 13:35:22",0.099131944444444
H183579-101001253569,"2015-01-25 13:26:19","2015-01-26 11:50:45",0.93363425925926
H183613-101001253627,"2015-01-25 15:34:38","2015-01-26 11:48:11",0.84274305555556
H183650-101001253708,"2015-01-25 19:26:26","2015-01-26 12:54:30",0.72782407407407
H183652-101001253715,"2015-01-25 20:00:16","2015-01-26 12:17:03",0.67832175925926
H184343-101001259504,"2015-01-28 17:56:35","2015-01-29 15:27:17",0.89631944444444
H184430-101001260062,"2015-01-28 21:36:00","2015-01-29 15:27:16",0.74393518518519
H184499-101001260408,"2015-01-29 07:48:51","2015-01-29 19:36:58",0.49174768518519
H184605-101001260901,"2015-01-29 09:22:07","2015-01-29 19:36:57",0.42696759259259
H184607-101001260931,"2015-01-29 09:27:05","2015-01-29 19:36:55",0.42349537037037
H184610-101001260935,"2015-01-29 09:27:58","2015-01-29 19:36:52",0.42284722222222
H184623-101001260984,"2015-01-29 09:39:27","2015-01-29 19:37:01",0.41497685185185
H184819-101001262031,"2015-01-29 13:51:30","2015-01-29 19:37:00",0.23993055555556
H184915-101001262507,"2015-01-29 16:09:44","2015-01-30 16:39:50",1.0209027777778
H184997-101001262850,"2015-01-29 17:53:47","2015-01-30 16:39:46",0.94859953703704
H185104-101001263217,"2015-01-29 20:03:15","2015-01-30 16:39:49",0.85872685185185
H185286-101001263775,"2015-01-30 08:31:36","2015-01-31 14:10:22",1.2352546296296
H185300-101001263837,"2015-01-30 08:46:27","2015-01-30 16:40:18",0.3290625
H185332-101001263929,"2015-01-30 09:15:38","2015-01-31 14:10:20",1.2046527777778
H185350-101001263968,"2015-01-30 09:24:06","2015-01-31 14:10:17",1.1987384259259
H185364-101001264016,"2015-01-30 09:32:45","2015-01-30 16:40:16",0.29688657407407
H185386-101001264078,"2015-01-30 09:51:51","2015-01-31 14:10:15",1.1794444444444
H185843-101001265648,"2015-01-31 09:05:22","2015-02-01 12:28:14",1.1408796296296
H186569-101001270236,"2015-02-03 11:59:52","2015-02-04 16:21:12",1.1814814814815
H186655-101001270638,"2015-02-03 13:21:50","2015-02-04 16:20:49",1.1242939814815
H186658-101001270655,"2015-02-03 13:27:01","2015-02-04 16:21:11",1.1209490740741
H186754-101001271113,"2015-02-03 15:22:50","2015-02-04 16:20:23",1.0399652777778
H186755-101001271120,"2015-02-03 15:24:31","2015-02-04 16:21:09",1.0393287037037
H186794-101001271307,"2015-02-03 16:05:46","2015-02-04 16:21:09",1.0106828703704
H186803-101001271339,"2015-02-03 16:14:05","2015-02-04 16:20:42",1.0045949074074
H186852-101001271586,"2015-02-03 17:15:19","2015-02-04 16:20:21",0.9618287037037
H186855-101001271592,"2015-02-03 17:16:40","2015-02-04 16:20:18",0.96085648148148
H186859-101001271599,"2015-02-03 17:17:51","2015-02-04 16:20:16",0.96001157407407
H186863-101001271604,"2015-02-03 17:19:15","2015-02-04 16:20:12",0.95899305555556
H186867-101001271615,"2015-02-03 17:21:15","2015-02-04 16:20:08",0.95755787037037
H186883-101001271662,"2015-02-03 17:28:28","2015-02-04 16:20:01",0.95246527777778
H186889-101001271671,"2015-02-03 17:29:55","2015-02-04 16:19:54",0.95137731481481
H186892-101001271676,"2015-02-03 17:30:49","2015-02-04 16:20:39",0.95127314814815
H186894-101001271686,"2015-02-03 17:32:09","2015-02-04 16:20:36",0.9503125
H186971-101001272052,"2015-02-03 18:57:36","2015-02-05 16:10:45",1.8841319444444
H187073-101001272622,"2015-02-04 01:25:36","2015-02-05 16:10:43",1.6146643518519
H187183-101001273125,"2015-02-04 08:24:28","2015-02-05 16:10:34",1.3236805555556
H187325-101001273743,"2015-02-04 09:54:19","2015-02-07 09:49:40",2.9967708333333
H187588-101001275013,"2015-02-04 14:01:37","2015-02-07 09:49:37",2.825
H187625-101001275186,"2015-02-04 14:43:40","2015-02-07 09:53:22",2.7984027777778
H187645-101001275247,"2015-02-04 14:55:54","2015-02-07 09:49:36",2.7872916666667
H187667-101001275347,"2015-02-04 15:20:47","2015-02-07 09:49:34",2.7699884259259
H187670-101001275357,"2015-02-04 15:22:44","2015-02-06 10:21:47",1.7910069444444
H187766-101001275742,"2015-02-04 16:50:22","2015-02-07 09:51:51",2.7093634259259
H187778-101001275780,"2015-02-04 16:57:28","2015-02-09 08:38:23",4.6534143518519
H187907-101001276175,"2015-02-04 18:53:30","2015-02-07 09:49:31",2.6222337962963
H187908-101001276177,"2015-02-04 18:54:10","2015-02-07 09:49:29",2.6217476851852
H187912-101001276203,"2015-02-04 19:03:33","2015-02-07 09:49:28",2.6152199074074
H187952-101001276325,"2015-02-04 20:01:58","2015-02-07 09:49:27",2.5746412037037
H187956-101001276342,"2015-02-04 20:11:52","2015-02-06 11:30:51",1.6381828703704
H187979-101001276400,"2015-02-04 20:41:56","2015-02-09 08:38:25",4.4975578703704
H188006-101001276495,"2015-02-04 21:59:23","2015-02-09 08:38:20",4.4437152777778
H188105-101001276819,"2015-02-05 07:36:07","2015-02-09 08:38:19",4.0431944444444
H188146-101001276979,"2015-02-05 08:18:16","2015-02-09 08:38:25",4.0139930555556
H188150-101001276983,"2015-02-05 08:19:05","2015-02-09 08:38:24",4.0134143518519
H188214-101001277237,"2015-02-05 09:15:14","2015-02-09 08:38:24",3.9744212962963
H188257-101001277417,"2015-02-05 10:00:35","2015-02-07 09:54:31",1.995787037037
H188345-101001277835,"2015-02-05 11:55:21","2015-02-09 08:38:23",3.8632175925926
H188346-101001277839,"2015-02-05 11:56:23","2015-02-09 08:38:57",3.8628935185185
H188463-101001278424,"2015-02-05 15:21:26","2015-02-09 08:38:53",3.7204513888889
H188543-101001278761,"2015-02-05 17:41:32","2015-02-09 08:38:56",3.6231944444444
H188556-101001278813,"2015-02-05 18:04:13","2015-02-09 08:38:52",3.6073958333333
H188595-101001278944,"2015-02-05 19:13:03","2015-02-09 08:38:55",3.5596296296296
H188720-101001279532,"2015-02-06 09:00:04","2015-02-09 08:38:55",2.9853125
101001282856,"2015-02-09 01:15:23","2015-02-09 10:40:40",0.39255787037037
101001283108,"2015-02-09 10:34:55","2015-02-09 10:39:12",0.002974537037037
101001283119,"2015-02-09 10:40:47","2015-02-09 10:41:14",0.0003125
101001283913,"2015-02-09 16:36:23","2015-02-09 16:51:29",0.010486111111111
101001283921,"2015-02-09 16:38:47","2015-02-09 16:51:29",0.0088194444444444
H189613-101001284221,"2015-02-09 19:06:42","2015-02-09 21:18:58",0.091851851851852
H189687-101001284835,"2015-02-10 09:42:14","2015-02-13 07:58:08",2.9277083333333
H189717-101001285014,"2015-02-10 10:36:56","2015-02-12 19:30:58",2.3708564814815
H189766-101001285318,"2015-02-10 12:01:49","2015-02-11 18:56:33",1.2880092592593
H189786-101001285435,"2015-02-10 12:37:16","2015-02-11 18:56:33",1.2633912037037
H189860-101001285817,"2015-02-10 14:31:55","2015-02-11 18:56:32",1.1837615740741
H189993-101001286402,"2015-02-10 16:55:54","2015-02-11 18:56:32",1.0837731481481
H189999-101001286445,"2015-02-10 17:11:12","2015-02-11 18:56:28",1.0731018518519
H190012-101001286502,"2015-02-10 17:30:53","2015-02-11 18:56:27",1.0594212962963
H190045-101001286659,"2015-02-10 18:34:11","2015-02-11 18:56:26",1.0154513888889
H190098-101001286905,"2015-02-10 21:04:37","2015-02-11 18:56:31",0.91104166666667
H190126-101001287012,"2015-02-10 22:57:00","2015-02-12 19:30:56",1.8568981481481
H190130-101001287027,"2015-02-10 23:32:02","2015-02-13 07:57:58",2.3513425925926
H190152-101001287146,"2015-02-11 07:15:05","2015-02-13 07:58:03",2.029837962963
H190232-101001287558,"2015-02-11 08:50:46","2015-02-12 19:30:56",1.4445601851852
H190236-101001287567,"2015-02-11 08:52:49","2015-02-12 19:30:55",1.443125
H190244-101001287591,"2015-02-11 08:56:49","2015-02-12 19:30:54",1.4403356481481
H190367-101001288059,"2015-02-11 10:44:08","2015-02-11 18:56:31",0.34193287037037
H190368-101001288065,"2015-02-11 10:46:49","2015-02-11 18:56:30",0.34005787037037
H190439-101001288379,"2015-02-11 12:25:45","2015-02-12 19:05:42",1.2777430555556
H190585-101001289079,"2015-02-11 16:26:56","2015-02-13 19:18:07",2.1188773148148
H190635-101001289285,"2015-02-11 17:26:52","2015-02-12 19:12:16",1.0731944444444
H190666-101001289435,"2015-02-11 18:22:18","2015-02-17 07:18:08",5.5387731481481
H190708-101001289584,"2015-02-11 19:22:13","2015-02-14 14:38:57",2.803287037037
H190721-101001289622,"2015-02-11 19:36:24","2015-02-14 14:38:56",2.7934259259259
H190723-101001289627,"2015-02-11 19:39:37","2015-02-14 14:38:54",2.7911689814815
H190768-101001289733,"2015-02-11 20:34:49","2015-02-14 14:38:51",2.7528009259259
H190779-101001289768,"2015-02-11 20:53:30","2015-02-14 14:38:49",2.7398032407407
H190782-101001289786,"2015-02-11 21:07:36","2015-02-14 14:38:48",2.73
H190787-101001289796,"2015-02-11 21:16:05","2015-02-14 14:38:47",2.7240972222222
H190802-101001289843,"2015-02-11 22:00:33","2015-02-14 14:38:46",2.6932060185185
H190808-101001289872,"2015-02-11 22:23:11","2015-02-14 14:38:45",2.6774768518519
H190877-101001290177,"2015-02-12 07:59:25","2015-02-17 07:18:05",4.9712962962963
H190891-101001290253,"2015-02-12 08:19:51","2015-02-14 14:38:44",2.2631134259259
H190931-101001290363,"2015-02-12 08:43:47","2015-02-14 14:38:44",2.2464930555556
H190992-101001290604,"2015-02-12 09:36:03","2015-02-14 14:38:58",2.2103587962963
H191003-101001290646,"2015-02-12 09:44:58","2015-02-14 14:38:58",2.2041666666667
H191052-101001290843,"2015-02-12 10:35:16","2015-02-17 07:18:04",4.8630555555556
H191090-101001291108,"2015-02-12 11:51:25","2015-02-17 07:18:04",4.8101736111111
H191271-101001291928,"2015-02-12 16:36:56","2015-02-19 17:58:06",7.0563657407407
H191272-101001291929,"2015-02-12 16:37:30","2015-02-19 17:58:06",7.0559722222222
H191338-101001292156,"2015-02-12 18:37:29","2015-02-20 10:54:52",7.6787384259259
H191367-101001292238,"2015-02-12 19:21:11","2015-02-19 17:58:05",6.9422916666667
H191386-101001292303,"2015-02-12 20:00:44","2015-02-20 10:39:20",7.6101388888889
H191523-101001293048,"2015-02-13 10:02:04","2015-02-20 10:39:25",7.0259375
H191534-101001293107,"2015-02-13 10:22:09","2015-02-20 10:39:24",7.0119791666667
H191568-101001293297,"2015-02-13 11:16:39","2015-02-20 10:39:24",6.9741319444444
H191578-101001293372,"2015-02-13 11:47:30","2015-02-19 17:58:05",6.257349537037
H191640-101001293687,"2015-02-13 13:53:59","2015-02-20 10:39:23",6.8648611111111
H191685-101001293854,"2015-02-13 15:12:00","2015-02-18 09:41:11",4.7702662037037
H191691-101001293875,"2015-02-13 15:25:28","2015-02-18 09:41:10",4.7609027777778
H191743-101001294134,"2015-02-13 17:24:41","2015-02-19 17:56:07",6.0218287037037
H191923-101001295153,"2015-02-14 15:38:40","2015-02-19 14:49:00",4.9655092592593
H192103-101001296950,"2015-02-15 22:01:59","2015-02-20 10:39:18",4.5259143518519
H192138-101001297287,"2015-02-16 08:50:02","2015-02-19 14:48:51",3.2491782407407
H192141-101001297292,"2015-02-16 08:51:03","2015-02-19 14:48:50",3.2484606481481
H192185-101001297534,"2015-02-16 10:09:55","2015-02-19 14:49:00",3.1938078703704
H192255-101001298008,"2015-02-16 12:12:17","2015-02-19 17:49:12",3.2339699074074
H192259-101001298037,"2015-02-16 12:18:45","2015-02-25 08:17:00",8.8321180555556
H192262-101001298044,"2015-02-16 12:20:40","2015-02-19 17:49:10",3.228125
H192347-101001298673,"2015-02-16 15:01:46","2015-02-20 09:43:44",3.7791435185185
H192362-101001298752,"2015-02-16 15:23:08","2015-02-19 14:48:48",2.9761574074074
H192380-101001298890,"2015-02-16 15:55:00","2015-02-19 17:49:09",3.0792708333333
H192412-101001299063,"2015-02-16 16:45:07","2015-02-19 17:49:08",3.0444560185185
H192416-101001299080,"2015-02-16 16:49:10","2015-02-19 17:49:07",3.0416319444444
H192436-101001299230,"2015-02-16 17:27:22","2015-02-19 17:49:06",3.0150925925926
H192504-101001299646,"2015-02-16 20:36:38","2015-02-20 10:39:43",3.585474537037
H192508-101001299662,"2015-02-16 20:42:44","2015-02-19 17:49:04",2.8793981481481
H192566-101001300000,"2015-02-17 07:48:45","2015-02-20 10:39:40",3.1186921296296
H192785-101001301083,"2015-02-17 12:04:57","2015-02-20 09:16:38",2.8831134259259
H192868-101001301619,"2015-02-17 14:45:36","2015-02-20 09:16:38",2.7715509259259
H192879-101001301686,"2015-02-17 15:09:05","2015-02-21 11:48:58",3.8610300925926
H192908-101001301821,"2015-02-17 15:38:04","2015-02-20 09:16:27",2.7349884259259
H192911-101001301836,"2015-02-17 15:41:16","2015-02-20 09:17:05",2.7332060185185
H192928-101001301946,"2015-02-17 16:06:51","2015-02-20 09:17:09",2.7154861111111
H192929-101001301952,"2015-02-17 16:08:15","2015-02-20 09:17:09",2.7145138888889
H192931-101001301960,"2015-02-17 16:09:29","2015-02-20 09:17:08",2.7136458333333
H192933-101001301967,"2015-02-17 16:11:25","2015-02-20 09:17:08",2.7123032407407
H192934-101001301969,"2015-02-17 16:12:48","2015-02-20 09:17:08",2.7113425925926
H192955-101001302047,"2015-02-17 16:34:19","2015-02-20 09:17:07",2.6963888888889
H193117-101001302889,"2015-02-17 22:13:56","2015-02-20 09:17:02",2.4604861111111
H193119-101001302892,"2015-02-17 22:15:20","2015-02-20 09:17:01",2.4595023148148
H193143-101001303032,"2015-02-18 07:10:15","2015-02-20 09:17:06",2.0880902777778
H193995-101001303468,"2015-02-18 09:17:13","2015-02-25 08:17:02",6.9582060185185
H193264-101001303541,"2015-02-18 09:31:34","2015-02-20 09:17:00",1.9898842592593
H193565-101001305009,"2015-02-18 17:11:52","2015-02-20 08:25:43",1.6346180555556
H193566-101001305010,"2015-02-18 17:12:31","2015-02-20 08:25:42",1.6341550925926
H193568-101001305012,"2015-02-18 17:13:04","2015-02-20 08:25:40",1.63375
H193569-101001305013,"2015-02-18 17:13:34","2015-02-20 08:25:41",1.6334143518519
H193570-101001305015,"2015-02-18 17:14:03","2015-02-20 08:25:39",1.6330555555556
